img,rating,num_rating
https://m.media-amazon.com/images/I/916cI4MUuaL._AC_UY218_.jpg,4.5 out of 5 stars,554
https://m.media-amazon.com/images/I/91KzxwZIxPL._AC_UY218_.jpg,4.2 out of 5 stars,321
https://m.media-amazon.com/images/I/81RiJ8PXcfL._AC_UY218_.jpg,4.4 out of 5 stars,158
https://m.media-amazon.com/images/I/91jN8CKfZxL._AC_UY218_.jpg,4.6 out of 5 stars,1752
https://m.media-amazon.com/images/I/917tNIR4W6L._AC_UY218_.jpg,4.4 out of 5 stars,1944
https://m.media-amazon.com/images/I/61oLdGmz8GL._AC_UY218_.jpg,4.4 out of 5 stars,734
https://m.media-amazon.com/images/I/81p3wmluHZL._AC_UY218_.jpg,4.5 out of 5 stars,945
https://m.media-amazon.com/images/I/81VNo3jaGIL._AC_UY218_.jpg,4.6 out of 5 stars,2825
https://m.media-amazon.com/images/I/A1JYios6ScL._AC_UY218_.jpg,4.7 out of 5 stars,642
https://m.media-amazon.com/images/I/A1VI5XPOUAL._AC_UY218_.jpg,4.0 out of 5 stars,3831
https://m.media-amazon.com/images/I/911yWkViHEL._AC_UY218_.jpg,4.4 out of 5 stars,795
https://m.media-amazon.com/images/I/81U9Ub-vR-L._AC_UY218_.jpg,4.5 out of 5 stars,483
https://m.media-amazon.com/images/I/91QGYIs1HhL._AC_UY218_.jpg,4.9 out of 5 stars,1300
https://m.media-amazon.com/images/I/81fN-Wt5ifL._AC_UY218_.jpg,4.5 out of 5 stars,770
https://m.media-amazon.com/images/I/91dS4qmGN2L._AC_UY218_.jpg,4.8 out of 5 stars,513
https://m.media-amazon.com/images/I/817Tjnx1jjL._AC_UY218_.jpg,4.3 out of 5 stars,299
https://m.media-amazon.com/images/I/81cAvScwesL._AC_UY218_.jpg,4.7 out of 5 stars,1176
https://m.media-amazon.com/images/I/9128iHh6p9L._AC_UY218_.jpg,4.4 out of 5 stars,912
https://m.media-amazon.com/images/I/81keRkblJ8L._AC_UY218_.jpg,4.6 out of 5 stars,413
https://m.media-amazon.com/images/I/81nooIX66xL._AC_UY218_.jpg,4.4 out of 5 stars,1135
https://m.media-amazon.com/images/I/81lirrGDTyL._AC_UY218_.jpg,4.2 out of 5 stars,395
https://m.media-amazon.com/images/I/81qePh8TTHL._AC_UY218_.jpg,4.9 out of 5 stars,511
https://m.media-amazon.com/images/I/71-G98vgsBL._AC_UY218_.jpg,4.3 out of 5 stars,871
https://m.media-amazon.com/images/I/915tM-7jcsL._AC_UY218_.jpg,4.3 out of 5 stars,295
https://m.media-amazon.com/images/I/91sZoqJpZkL._AC_UY218_.jpg,4.7 out of 5 stars,269
https://m.media-amazon.com/images/I/61JhTCvqIxL._AC_UY218_.jpg,4.4 out of 5 stars,441
https://m.media-amazon.com/images/I/91TtB0j3gNL._AC_UY218_.jpg,4.5 out of 5 stars,449
https://m.media-amazon.com/images/I/814GA1TrRgL._AC_UY218_.jpg,4.6 out of 5 stars,3142
https://m.media-amazon.com/images/I/51J2PTxv1qL._AC_UY218_.jpg,4.3 out of 5 stars,548
https://m.media-amazon.com/images/I/91TLi59WGFL._AC_UY218_.jpg,4.2 out of 5 stars,419
https://m.media-amazon.com/images/I/81-FdBuOELL._AC_UY218_.jpg,4.6 out of 5 stars,588
https://m.media-amazon.com/images/I/81YDymkHgIL._AC_UY218_.jpg,4.5 out of 5 stars,974
https://m.media-amazon.com/images/I/81ZnuK9EwRL._AC_UY218_.jpg,4.6 out of 5 stars,241
https://m.media-amazon.com/images/I/81D2Gz-srOL._AC_UY218_.jpg,4.5 out of 5 stars,2544
https://m.media-amazon.com/images/I/91IcKbHoPML._AC_UY218_.jpg,4.6 out of 5 stars,458
https://m.media-amazon.com/images/I/91Xpc4CuarL._AC_UY218_.jpg,4.5 out of 5 stars,731
https://m.media-amazon.com/images/I/91zD11ifngL._AC_UY218_.jpg,4.7 out of 5 stars,1184
https://m.media-amazon.com/images/I/91mA+9KwuTL._AC_UY218_.jpg,4.6 out of 5 stars,276
https://m.media-amazon.com/images/I/81hLmD71TXL._AC_UY218_.jpg,4.6 out of 5 stars,553
https://m.media-amazon.com/images/I/81E-cqudPzL._AC_UY218_.jpg,4.5 out of 5 stars,439
https://m.media-amazon.com/images/I/91n+j7tWDWL._AC_UY218_.jpg,4.5 out of 5 stars,574
https://m.media-amazon.com/images/I/81VLOg8xbjL._AC_UY218_.jpg,4.5 out of 5 stars,2360
https://m.media-amazon.com/images/I/81i6Q-C3+4L._AC_UY218_.jpg,4.3 out of 5 stars,718
https://m.media-amazon.com/images/I/91NxuvavjeL._AC_UY218_.jpg,4.6 out of 5 stars,2052
https://m.media-amazon.com/images/I/81z+9-8jcQL._AC_UY218_.jpg,4.4 out of 5 stars,639
https://m.media-amazon.com/images/I/81YBViNFuCL._AC_UY218_.jpg,4.0 out of 5 stars,731
https://m.media-amazon.com/images/I/91EkzFxXE+L._AC_UY218_.jpg,4.5 out of 5 stars,638
https://m.media-amazon.com/images/I/91h0g7IgLDL._AC_UY218_.jpg,4.6 out of 5 stars,520
